;Unnamed: 0;fecha;texto;retweets;favoritos;hashtags;menciones;localizacion;origen;topic;idioma;polaridad;subjetividad
361;5;2021-07-08 18:16:56;Hoje tô me sentindo assim 💜 #HappyBirthdayToARMY https://t.co/xsQHOrsOeV;15;206;['HappyBirthdayToARMY'];[];Brasil;Twitter Web App;#HappyBirthdayToARMY;pt;0.0;0.0
362;6;2021-07-08 17:57:16;"#HappyBirthdaytoARMY, you're dynamite. 🧨 

Tap the link to celebrate in style! https://t.co/lURK56lyUn https://t.co/KMpHQv9k0U";4;15;['HappyBirthdaytoARMY'];[];;Twitter Web App;#HappyBirthdayToARMY;en;0.0;0.0
363;7;2021-07-08 17:08:05;O aniversário é nosso e o presente tb é nosso 😅💜 #HappyBirthdayToARMY;6;51;['HappyBirthdayToARMY'];[];Brasil;Twitter Web App;#HappyBirthdayToARMY;pt;0.0;0.0
364;1;2021-07-08 02:04:57;“Actually #BTS stands for the Bangtan Boys and we have our plans that it could be like the Bangtan Papas or Bangtan… https://t.co/FaamIOOxax;196;496;['BTS'];[];Geneva, SWITZERLAND;Twitter for iPhone;namjoon;en;0.0;0.1
365;2;2021-07-08 02:30:44;"“For me, I remember because of COVID-19, I was so angry by myself at home that our tour plans &amp; concerts were getti… https://t.co/LYqLDIFrx3";132;389;[];[];Geneva, SWITZERLAND;Twitter for iPhone;namjoon;en;-0.5;1.0
366;3;2021-07-06 15:29:09;"Sir Kim Namjoon went from Seoul Town Road to Permission to Dance 😌

#PermissiontoDance #BTS https://t.co/8mMt6jJ5au";242;1311;['PermissiontoDance', 'BTS'];[];Mumbai India ;Twitter for Android;namjoon;en;0.0;0.0
367;1;2021-07-08 17:20:25;Just to let you all know . I’m a Tik Tok star now . @charlidamelio @dixiedamelio give me a shout;26393;152364;[];['charlidamelio', 'dixiedamelio'];Mullingar,Westmeath,Ireland;Twitter for iPhone;Tik Tok;en;0.0;0.0
368;2;2021-07-08 12:43:48;"𝗘𝗟 𝗙𝗜𝗚𝗨 🌟

De Camas 🇪🇸 a Paris 🇫🇷

❤️💙 Tik Tok ➡️ https://t.co/fDKuRbjgPw https://t.co/G3CgtSjAkT";185;1288;[];[];Parc des Princes, Paris;Twitter Media Studio;Tik Tok;es;0.0;0.0
369;3;2021-07-08 15:03:22;"gonna be playing playing My House live for the first time on Tik Tok at 7pm BST!!!! x
https://t.co/VbYd1MSTEH
📸 Reu… https://t.co/ld8PMUAFlj";99;1236;[];[];🌞🌞;Twitter for iPhone;Tik Tok;en;0.3733575994318182;0.41666666666666663
370;4;2021-07-07 15:23:08;"DIRECTO EN TIK TOK

17:50h

SALIDA MI OTRA MITAD💔";112;580;[];[];;Twitter for iPhone;Tik Tok;es;0.0;0.0
371;5;2021-07-07 20:27:35;That time my crazy Aunt made a Tik Tok https://t.co/RFN2avvcYh;40;441;[];[];Chickamauga, GA;Twitter for iPhone;Tik Tok;en;-0.6;0.9
372;6;2021-07-07 19:06:42;@Cuauhtemoc_1521 @MunozZurita @akhusharmuta @jaureliofc @CarlosTorresF_ @trinomonero @ChefJuanArroyo @chef_betty… https://t.co/QWZq7kScJF;41;230;[];['Cuauhtemoc_1521', 'MunozZurita', 'akhusharmuta', 'jaureliofc', 'CarlosTorresF_', 'trinomonero', 'ChefJuanArroyo', 'chef_betty'];La Gran Tenochtitlan Mexico;Twitter for iPhone;Tik Tok;bn;0.0;0.0
373;7;2021-07-07 00:04:05;¿A qué nivel de señorismo llegué si no me enteré que Tik Tok no servía hasta que entré a Twitter?;54;1051;[];[];Your brain;Twitter for iPhone;Tik Tok;es;0.0;0.0
374;8;2021-07-07 22:44:41;Haha I was not aware. What’s your favourite of the comments? I don’t wanna download tik tok to read em haha https://t.co/AGWGXdsV6V;24;918;[];[];Here and there;Twitter for iPhone;Tik Tok;en;0.09166666666666667;0.2833333333333334
375;9;2021-07-07 16:37:22;“vocês deveriam fazer uma banda” kkkkkk os comentarios no tik tok do angel22😂💜;30;453;[];[];;Twitter for iPhone;Tik Tok;pt;0.0;0.0
376;10;2021-07-08 01:43:12;Me tornei a pessoa que escuta uma música no tik tok, vicia e vai ouvir no spotify;24;338;[];[];Salvador, Brasil;Twitter Web App;Tik Tok;pt;0.0;0.0
377;11;2021-07-07 02:16:36;A lot of y’all are singing this on Tik tok…. Who thinks we should put this out next? #TruthAboutYou https://t.co/Iqu0gGBpfb;17;284;['TruthAboutYou'];[];Nashville Tennessee;Twitter for iPhone;Tik Tok;en;0.0;0.0
378;12;2021-07-08 13:30:16;"Is Tik Tok racist; Pepsi pledges $10M for Black restaurants; actress Suzzanne Douglas dies https://t.co/cfdrjzbVQY";10;27;[];[];Washington, D.C.;Periscope;Tik Tok;en;-0.16666666666666666;0.43333333333333335
379;13;2021-07-03 07:00:00;"#THEMUSICDAY にて披露した #TOMORROW_X_TOGETHER の「Magic」いかがでしたか？✨
 
Tik Tok #Magic_Moves で「あなたのMagic」動画イベント開催中！
応募締め切りは明日ま… https://t.co/LIZPbvEtrS";5022;31251;['THEMUSICDAY', 'TOMORROW_X_TOGETHER', 'Magic_Moves'];[];;Twitter Web App;Tik Tok;ja;0.0;0.0
380;14;2021-07-08 17:41:23;No puedo creer que twitter me bajó el último video. Lo pueden ver en Instagram o tik tok.;11;329;[];[];;Twitter for iPhone;Tik Tok;es;0.0;0.0
381;15;2021-07-02 06:27:54;na hora mais inesperada o spotify do seu cérebro começa a reproduzir músicas do tik tok aleatoriamente;1568;17670;[];[];Brasil, São Paulo;Twitter for iPhone;Tik Tok;pt;0.0;0.0
382;1;2021-07-07 16:50:51;Bangtan are really just the coolest people;903;6622;[];[];dc ⬌ chicago (she/her);Twitter for iPhone;bangtan;en;0.2;0.2
383;2;2021-07-07 11:47:18;"Ya tuhaann 😭😭~
Ampunnn @bts_twt emang punya kelasss!
Merinding aslii, apalagi liat JUNGKOOK 🥰
Gak salah emang colla… https://t.co/k4D6BeJxnZ";711;2502;[];['BTS_twt'];Indonesia;Twitter Web App;bangtan;id;0.0;0.0
384;3;2021-07-08 02:04:57;“Actually #BTS stands for the Bangtan Boys and we have our plans that it could be like the Bangtan Papas or Bangtan… https://t.co/FaamIOOxax;196;496;['BTS'];[];Geneva, SWITZERLAND;Twitter for iPhone;bangtan;en;0.0;0.1
385;4;2021-07-07 00:50:00;They call them idol, they call them artist, and now...models https://t.co/qhjV4d9bey;756;2242;[];[];Showbiz Land;TweetDeck;bangtan;en;0.0;0.0
386;5;2021-07-08 11:00:00;"BTS’s RM Gives Suggestions For The Future Name Of The Group—And One Is “Bangtan Grandpas”

https://t.co/W3SZKbnbJK";125;937;[];[];Worldwide;TweetDeck;bangtan;en;0.0;0.125
387;6;2021-07-04 05:00:07;"#BTS #방탄소년단 Butter Concept Photo Sketch
@ (https://t.co/n7N9jJUTg4) 
@ (https://t.co/bOLMzrl3kX)

#BTS_Butter… https://t.co/2AJ0gNByEV";332634;1185993;['BTS', '방탄소년단', 'BTS_Butter'];[];;Twitter Web App;bangtan;ko;0.0;0.0
388;7;2021-07-07 16:44:04;Korean pop icons #BTS walk at Louis Vuitton’s Fall 2021 show in Seoul #Bangtan #Army #LouisVuitton  https://t.co/oTpJaAEi3b;55;338;['BTS', 'Bangtan', 'Army', 'LouisVuitton'];[];London, England;Echobox;bangtan;en;0.0;0.0
389;8;2021-07-06 16:14:56;"Who has watched the #PermissionToDance teaser? 😍🤠 

#bangtan #bts #btsarmy #btsbutter https://t.co/kBcDp6ze3X";425;1247;['PermissionToDance', 'bangtan', 'bts', 'btsarmy', 'btsbutter'];[];Dallas-Fort Worth, TX;iHeartMedia Publishing;bangtan;en;0.0;0.0
390;9;2021-07-05 01:43:00;@bangtan_facha @EURO2020 @vivo_europe done;3222;13870;[];['bangtan_facha', 'EURO2020', 'vivo_europe'];;Twitter Web App;bangtan;es;0.0;0.0
391;10;2021-07-02 15:00:00;"#ARMY #Entérate 
BTS, “Permission to dance”: ¿Cuándo y a qué hora se estrena el nuevo single de Bangtan?😱😱😱
Mira👀… https://t.co/PKf2GH3BQj";645;1979;['ARMY', 'Entérate'];[];NRM Comunicaciones;TweetDeck;bangtan;es;-0.07142857142857142;0.21428571428571427
392;11;2021-07-06 15:38:17;@_SHAD0WS @spjm_bangtan They really said yeehaw 🤠 to the haters;103;1393;[];['_SHAD0WS', 'spjm_bangtan'];Manchester, England;Twitter for iPhone;bangtan;en;0.2;0.2
393;12;2021-07-04 05:13:14;We get Bangtan episodes for this I bet;285;2907;[];[];Republic of Namjoon;Twitter for iPhone;bangtan;en;0.0;0.0
394;1;2021-07-08 15:17:22;"Prohibido olvidar:
Moreno eliminó la UNA, ex ENAC, que nosotros encontramos en ruinas y reconstruimos.
Ya no hay pr… https://t.co/JcF2mjWUlo";263;416;[];[];Ecuador;Twitter for iPhone;#MorenoDebeResponder;es;0.0;0.0
395;2;2021-07-08 15:04:00;#MorenoDebeResponder https://t.co/8cox8xvsCB https://t.co/Lek0FuO7Si;339;555;['MorenoDebeResponder'];[];Ecuador;Twitter for iPhone;#MorenoDebeResponder;es;0.0;0.0
396;3;2021-07-08 15:10:09;"#MorenoDebeResponder | Porque generó la peor crisis de la historia; al finalizar su gestión 5.8 millones de ecuator… https://t.co/HHcn5tnODq";79;147;['MorenoDebeResponder'];[];🇪🇨 ;Twitter Web App;#MorenoDebeResponder;es;0.0;0.0
397;4;2021-07-08 15:50:45;"El informe que presentó Moreno a la @AsambleaEcuador sobre su último año, es más mediocre que su gestión.
Incorpora… https://t.co/r5p3uCjKIl";156;270;[];['AsambleaEcuador'];Ecuador;Twitter for iPhone;#MorenoDebeResponder;es;-0.5;1.0
398;5;2021-07-08 15:37:32;#MorenoDebeResponder | En el Gobierno de Moreno se desatendió los temas de seguridad, y al desarmar el Ministerio d… https://t.co/RD7luXKvLS;53;100;['MorenoDebeResponder'];[];🇪🇨 ;Twitter Web App;#MorenoDebeResponder;es;0.0;0.0
399;6;2021-07-08 15:12:25;"#MorenoDebeResponder | Porque mientras miles de ecuatorianos no accedían a atención en plena pandemia; Moreno endeu… https://t.co/AfdorfaG62";38;65;['MorenoDebeResponder'];[];🇪🇨 ;Twitter Web App;#MorenoDebeResponder;es;0.0;0.0
400;7;2021-07-08 18:49:21;"Lenin Moreno duplicó la deuda externa pública ¿Dónde están esos recursos? 
No hizo obra pública.
No redujo la pobre… https://t.co/LmvJwIGMp4";11;23;[];[];Imbabura, Ecuador;Twitter for iPhone;#MorenoDebeResponder;es;0.0;0.0
401;8;2021-07-08 18:15:34;"#MorenoDebeResponder por el asesinato de #OscarYKatty y los tres periodistas asesinados: Efraín, Paul y Javier. 

L… https://t.co/AQWJVV6T2m";13;26;['MorenoDebeResponder', 'OscarYKatty'];[];Imbabura, Ecuador;Twitter for iPhone;#MorenoDebeResponder;es;0.0;0.0
402;9;2021-07-08 18:35:42;"#MorenoDebeResponder por destruir el país. 

Es tan claro el desmantelamiento del Estado, que @Lenin Moreno ni siqu… https://t.co/gLaLqemD04";4;7;['MorenoDebeResponder'];['Lenin'];Imbabura, Ecuador;Twitter for iPhone;#MorenoDebeResponder;es;0.0;0.0
403;1;2021-07-07 12:55:44;Fondo de Salud del IESS tiene recursos solo para un mes, advierte delegado de los empleadores al Consejo Directivo… https://t.co/L0TC6Myq8a;45;63;[];[];Guayaquil, Ecuador;Hootsuite Inc.;IESS;es;0.0;0.0
404;2;2021-07-08 00:32:10;"El fondo de salud del IESS estaría quebrado.
Así lo reveló César Rodríguez, vocal de los empleadores ante el consej… https://t.co/yyjiHiugPW";60;72;[];[];Ecuador;Mediastream Platform;IESS;es;0.0;0.0
405;3;2021-07-08 02:33:25;🛑”El fondo de salud del IESS está quebrado”, dice el delegado de los empleadores al Seguro Social, César Rodríguez.… https://t.co/vh1A20tdJz;19;23;[];[];Quito, Ecuador;Twitter for iPhone;IESS;es;0.03333333333333333;0.06666666666666667
406;4;2021-07-07 16:26:24;Según el delegado de los empleadores al Consejo Directivo, César Rodríguez, explicó que el Estado le debe al IESS u… https://t.co/JxLpJaHAMy;28;33;[];[];Guayaquil, Ecuador;Hootsuite Inc.;IESS;es;0.0;0.0
407;5;2021-07-07 01:11:47;El pleno de la asamblea decidió que, aunque el patrono se encuentre en mora con el IESS, los afiliados si podrán be… https://t.co/sZpoZoJWob;29;124;[];[];Ecuador;Mediastream Platform;IESS;es;0.0;0.0
408;6;2021-07-08 01:19:02;🔴En un mes ya no existirían los recursos en el Seguro Social para la atención en salud 👉🏽https://t.co/BiFPJscdUM https://t.co/WuNrbCQIDC;16;47;[];[];Ecuador;Twitter Web App;IESS;es;0.03333333333333333;0.06666666666666667
409;7;2021-07-06 03:48:14;Daniel Salcedo Bonilla fue sentenciado a trece años de prisión por peculado en la compra de insumos médicos en el h… https://t.co/vnjcCo4XXu;269;1100;[];[];Guayaquil, Ecuador;Hootsuite Inc.;IESS;es;0.0;0.0
410;8;2021-07-04 03:36:15;#ATENCIÓN | La Procuraduría General del Estado reveló el valor de los bienes de la excoordinadora del IESS, María S… https://t.co/QjPdoPagdk;82;132;['ATENCIÓN'];[];Guayaquil, Ecuador;Metricool;IESS;es;0.05000000000000002;0.5
411;9;2021-07-01 00:01:24;Se acaba el tiempo. Se acaba la plata. Empieza la cuenta regresiva. El fondo de pensiones de la seguridad social se… https://t.co/TIRPGXMD3v;126;166;[];[];Guayaquil, Ecuador;Metricool;IESS;es;0.03333333333333333;0.06666666666666667
412;10;2021-07-06 04:29:52;Tribunal lo condenó a 13 años de cárcel junto con tres exfuncionarias del hospital Los Ceibos del IESS por el delit… https://t.co/p0HoL2sGZd;59;181;[];[];Guayaquil;Twitter for Advertisers.;IESS;es;0.0;0.0
413;1;2021-07-07 22:05:56;¿Qué tenía que hacer Jorge Guagua ofreciéndole un contrato con Emelec a Bryan Caicedo JUSTO DÍAS ANTES DEL CLÁSICO?… https://t.co/6OwX5QYJlw;228;555;[];[];Ecuador, Guayaquil;Twitter for Android;Guagua;es;0.0;0.0
414;2;2021-07-08 14:36:19;"SERÍA BUENO QUE GUAGUA DE EXPLICACIONES 

https://t.co/83Mf5Qq4Rw https://t.co/KLFshjLCeU";25;101;[];[];Ecuador, Guayaquil;Twitter for Android;Guagua;es;0.0;0.0
415;3;2021-07-07 15:39:13;Lo peor d'esta CC ha sido lo simbólico. El incidente infantil c/la canción nacional y la agresión a la relatora del… https://t.co/wPE4G9zpbm;27;56;[];[];Santiago, Chile;Twitter Web App;Guagua;es;0.0;0.0
416;4;2021-07-02 15:35:26;Foto:Stalin Bayas Escudero. QUITO desde el Guagua Pichincha 2:30am 30/06/21 https://t.co/FaWgnDoeI1;20;125;[];[];Guayaquil;Twitter for iPhone;Guagua;es;0.0;0.0
417;5;2021-07-04 18:35:36;🔴 Seremi confirma nuevo caso de variante Delta: Se trata de lactante que arribó de Estados Unidos ➡… https://t.co/Z7Id3lX4HO;61;71;[];[];Chile;TweetDeck;Guagua;es;0.0;0.0
418;6;2021-07-02 19:32:55;📌 #ÚLTIMAHORA: Una guagua arde en plena #Circunvalación de Las Palmas de Gran Canaria https://t.co/wpa5Kkdi0t;41;88;['ÚLTIMAHORA', 'Circunvalación'];[];Islas Canarias;Twitter for iPhone;Guagua;es;0.0;0.0
